index,name,artist,release_date,length,popularity,danceability
5024,Jim Dandy,Black Oak Arkansas,1973,2.691766667,42,0.312
5025,Moonlight Drive,The Doors,1967,3.022433333,50,0.611
5026,Boys Keep Swinging - 2017 Remaster,David Bowie,1979,3.308433333,44,0.475
5027,Plans,Birds Of Tokyo,2010,3.648,44,0.61
5028,Promised You A Miracle - Remastered 2002,Various Artists,2020,4.480433333,5,0.656
5029,Welcome to the Fold,Filter,1999,7.673333333,51,0.503
5030,Knock Down Walls,Tonic,1999,3.762666667,14,0.427
5031,It's So Easy,Buddy Holly,1974,2.17555,18,0.625
5032,Monster,Skillet,2009,2.966883333,76,0.64
5033,Mourning,Tantric,2001,4.347766667,38,0.439
5034,(Rock) Superstar,Cypress Hill,2000,4.614433333,61,0.797
5035,Give Me A Sign,Breaking Benjamin,2009,4.294883333,57,0.196
5036,Hurdy Gurdy Man,Donovan,1968,3.224433333,61,0.405
5037,Slave - Remastered,The Rolling Stones,1981,6.546666667,43,0.564
5038,Who Said You're Free,Midnight Youth,2011,3.136666667,3,0.482
5039,Pop Song 89 - Remastered,R.E.M.,1988,3.082216667,43,0.608
5040,"Playing in the Band - Live at Manhattan Center, New York, NY, April 6, 1971",Grateful Dead,1971,4.648883333,33,0.529
5041,Love Is Alive,Gary Wright,1975,3.8351,51,0.77
5042,Get Off This,Cracker,1993,4.433333333,43,0.517
5043,Don't Forget Me (When I'm Gone),Glass Tiger,1986,4.137333333,49,0.606
5044,Hey Pretty,Poe,2004,3.760433333,35,0.537
5045,...To Be Loved,Papa Roach,2006,3.035333333,56,0.478
5046,Love Ain't For Keeping,The Who,1971,2.178666667,42,0.554
5047,Outlook For Thursday - Live,DD Smash,1983,4.660183333,22,0.577
5048,Undead,Hollywood Undead,2008,4.41755,65,0.512
5049,Heaven Is a Halfpipe (If I Die),OPM,2000,4.290433333,57,0.743
5050,The Ghost Song,The Doors,1978,5.265333333,52,0.746
5051,Lost!,Coldplay,2008,3.936883333,52,0.359
5052,Farm on the Freeway - 2005 Remaster,Jethro Tull,1987,6.517766667,31,0.623
5053,The Untouchable One,Tom Cochrane,1986,4.530666667,37,0.546
5054,Why Can't I Be You?,The Cure,1987,3.23555,45,0.629
5055,I've Got a Rock 'N' Roll Heart,Eric Clapton,1983,3.2231,47,0.725
5056,Cold Beverage,G. Love & Special Sauce,1994,2.564883333,44,0.664
5057,Tighten Up,The Black Keys,2010,3.518,62,0.504
5058,Whatever,Oasis,1994,6.3711,14,0.247
5059,Red White & Blue,Lynyrd Skynyrd,2003,5.526,44,0.464
5060,"Swing, Swing",The All-American Rejects,2002,3.887766667,67,0.553
5061,Darlin' - 2011 Remaster,Frankie Miller,1979,3.073566667,45,0.754
5062,I've Got Friends,Manchester Orchestra,2009,4.958216667,49,0.396
5063,Zoot Suit Riot,Cherry Poppin' Daddies,1997,3.883983333,48,0.568
5064,Half the World Away,Oasis,1994,4.45555,11,0.339
5065,Salt Of The Earth - 50th Anniversary Edition,The Rolling Stones,1968,4.82555,40,0.389
5066,Tight Rope,Leon Russell,1972,3.016666667,48,0.736
5067,Colors,Crossfade,2004,3.308883333,62,0.337
5068,Down On Me,Big Brother & The Holding Company,1967,2.079333333,41,0.597
5069,Middle of Nowhere,Hot Hot Heat,2005,4.022216667,47,0.568
5070,Better Days (And the Bottom Drops Out),Citizen King,1999,3.450433333,57,0.758
5071,Too Drunk (as made famous by Buckcherry),The Rock Heroes,2008,3.944116667,12,0.564
5072,Giving In,Adema,2001,4.578883333,51,0.383
5073,Superstition - Live,Stevie Ray Vaughan,2002,4.680433333,44,0.481
5074,"Battle of Who Could Care Less - Live at Sony Music Studios, New York, NY - June 1997",Ben Folds Five,2001,3.42,13,0.341
5075,Keep Playin' That Rock 'n' Roll,Edgar Winter,1971,3.73,19,0.678
5076,You Are The One - Adam Freeland Remix,Shiny Toy Guns,2009,3.956433333,9,0.564
5077,Faithless,Injected,2001,3.3471,23,0.467
5078,The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,1968,3.236,51,0.621
5079,You Freak Me,Supergroove,1994,4.322216667,21,0.321
5080,That Song,Big Wreck,2018,5.081766667,51,0.394
5081,We Can Get Together - Live,ICEHOUSE,2015,4.308566667,27,0.416
5082,I Don't Know,Ozzy Osbourne,2020,5.253583333,51,0.433
5083,Here To Stay,Korn,2002,4.516,54,0.564
5084,Heaven Knows - 2006 Remaster,Robert Plant,2007,4.090883333,35,0.672
5085,Dog Days,Sidecar Radio,2007,3.48755,0,0.382
5086,Little Guitars - 2015 Remaster,Van Halen,1982,3.793833333,54,0.478
5087,Work,Jimmy Eat World,2004,3.391766667,27,0.548
5088,Why I'm Here,Oleander,1999,3.968216667,53,0.642
5089,Getting Better - Remastered 2009,The Beatles,1967,2.802,59,0.632
5090,Never Going Back Again - 2004 Remaster,Fleetwood Mac,1977,2.24,71,0.654
5091,Roll with the Changes,REO Speedwagon,1978,5.5971,60,0.204
5092,No Way Back,Foo Fighters,2005,3.276216667,57,0.254
5093,Comin' Right Down on Top of Me,April Wine,1989,4.176666667,12,0.414
5094,Big Shot,Billy Joel,1978,4.058216667,57,0.52
5095,Victim of Love - 2013 Remaster,Eagles,1976,4.16815,54,0.576
5096,Pigs (Three Different Ones),Pink Floyd,1977,11.43133333,56,0.419
5097,Life Less Frightening,Rise Against,2004,3.73355,44,0.486
5098,Here Comes My Girl,Tom Petty and the Heartbreakers,1979,4.40755,54,0.578
5099,Trip Through Your Wires - Remastered 2007,U2,1987,3.530216667,40,0.434
5100,You Wanted More,Tonic,1999,3.8851,33,0.364
5101,Ocean Breathes Salty,Modest Mouse,2004,3.738883333,54,0.646
5102,Hide In Your Shell - Remastered,Supertramp,1974,6.831483333,51,0.476
5103,It Wasn't Me,George Thorogood & The Destroyers,2003,4.05355,33,0.548
5104,If I Had My Way,Big Sugar,2020,5.227333333,15,0.194
5105,Get Ready - Single Version,Rare Earth,2005,2.778433333,39,0.62
5106,Breathe,Seven Channels,2001,3.786,13,0.535
5107,The Soft Parade,The Doors,1969,8.577333333,50,0.675
5108,Rodeo Clowns,G. Love & Special Sauce,1999,2.943333333,45,0.885
5109,I Can't Quit You Baby - 1990 Remaster,Led Zeppelin,1969,4.7071,55,0.506
5110,Rock & Roll Woman,Buffalo Springfield,1967,2.77555,37,0.393
5111,Take It Off,The Donnas,2003,2.699983333,51,0.412
5112,Stand Inside Your Love,The Smashing Pumpkins,2000,4.24155,50,0.271
5113,Fire And Water,Free,1970,3.996,38,0.633
5114,History Of A Boring Town,Less Than Jake,1998,3.368433333,51,0.541
5115,Hooch,Everything,2006,3.66405,46,0.69
5116,No Surrender,Bruce Springsteen,1984,4.002433333,53,0.351
5117,What It Is To Burn - New Version,Finch,2002,4.483766667,52,0.258
5118,Your Mama Don't Dance,Poison,1988,3.008216667,49,0.534
5119,Well All Right,Santana,1978,4.163333333,34,0.506
5120,When The Weight Comes Down,The Tragically Hip,1989,4.746666667,16,0.588
5121,Zip-Lock,Lit,1999,3.54155,43,0.522
5122,My Doorbell,The White Stripes,2005,4.030666667,34,0.63
5123,Two Weeks,All That Remains,2008,4.2891,64,0.558
5124,She Loves Me Not,Papa Roach,2002,3.492866667,59,0.598
5125,I've Just Seen A Face - Remastered 2009,The Beatles,1965,2.084,62,0.647
5126,Crash And Burn,Pat Travers,1980,5.343333333,23,0.559
5127,Sister Havana,Urge Overkill,1993,3.846666667,43,0.591
5128,They Say,Daron Malakian and Scars On Broadway,2008,2.79955,58,0.469
5129,Virtual Insanity - Remastered,Jamiroquai,2006,3.822666667,70,0.662
5130,How About You,Staind,2003,3.9611,38,0.277
5131,Hey Tonight,Creedence Clearwater Revival,1970,2.728433333,49,0.704
5132,Leader of Men,Nickelback,1999,3.514,51,0.495
5133,My Generation,Limp Bizkit,2000,3.683333333,65,0.458
5134,Hit Or Miss,New Found Glory,1999,3.262,47,0.261
5135,Burn,Papa Roach,2010,3.4291,50,0.455
5136,Jars,Chevelle,2009,3.33,55,0.533
5137,Wait Until Tomorrow,Jimi Hendrix,1967,3.042433333,46,0.643
5138,Mable,Goldfinger,1996,2.323766667,32,0.432
5139,One More Minute,Authority Zero,2002,6.474433333,47,0.362
5140,Sunny Days,lighthouse,1972,4.27355,36,0.605
5141,Heard It on the X - 2005 Remaster,ZZ Top,1975,2.41355,39,0.55
5142,These Living Arms,The Tea Party,1999,5.0871,19,0.289
5143,Hell,Squirrel Nut Zippers,2002,3.216216667,42,0.57
5144,I'm Looking Through You - Remastered 2009,The Beatles,1965,2.439766667,60,0.667
5145,Feed The Machine,Red,2011,5.182,42,0.116
5146,Freak of the Week,Marvelous 3,1998,3.344,45,0.618
5147,"Girl, You'll Be A Woman Soon",Neil Diamond,1968,3.004216667,59,0.515
5148,Nobody's Real,Powerman 5000,1999,2.913333333,41,0.697
5149,I Don't Want to Know - 2004 Remaster,Fleetwood Mac,1977,3.280883333,60,0.722
5150,Drinking in L.A.,Bran Van 3000,1997,3.934433333,55,0.568
5151,Moss-Haired Girl,Clap Clap Riot,2012,3.674,2,0.52
5152,A Criminal Mind,Gowan,1985,7.35,40,0.52
5153,Sleep Walk,Various Artists,2012,2.422216667,62,0.779
5154,Vienna,Billy Joel,1977,3.570666667,73,0.532
5155,Iron Boots,Rustic Overtones,1998,5.598883333,14,0.66
5156,Some Heads Are Gonna Roll - Remastered,Judas Priest,1984,4.100883333,41,0.45
5157,Insomnia - Remastered,Megadeth,1999,4.266,30,0.455
5158,Queen of the Highway,The Doors,1970,2.786666667,46,0.661
5159,In The Morning,Razorlight,2006,3.70755,58,0.616
5160,Too Rolling Stoned - 2007 Remaster,Robin Trower,1974,7.53155,47,0.529
5161,The Devil Went Down to Georgia,The Charlie Daniels Band,1979,3.584433333,62,0.517
5162,Try - Remastered 2012 version,Blue Rodeo,1987,4.083333333,48,0.551
5163,Stadium Arcadium,Red Hot Chili Peppers,2006,5.246216667,58,0.491
5164,Harmony In My Head - 2001 Remastered Version,Buzzcocks,1979,3.130666667,38,0.327
5165,Entertain Me,Soft Cell,1981,3.582216667,20,0.513
5166,Lost Control,Grinspoon,2005,3.502216667,25,0.464
5167,Backstabber,The Dresden Dolls,2006,4.19555,32,0.338
5168,The Needle And The Spoon,Lynyrd Skynyrd,1974,3.893333333,52,0.53
5169,Watcha Gonna Do,Chilliwack,1988,4.278,25,0.709
5170,Don't Want to Know If You Are Lonely,Hüsker Dü,1986,3.514433333,53,0.305
5171,Curl of the Burl,Mastodon,2011,3.668883333,36,0.459
5172,"Another Park, Another Sunday",The Doobie Brothers,1974,4.450483333,46,0.514
5173,The Ballad of Mona Lisa,Panic! At The Disco,2011,3.778,68,0.436
5174,"Thunder And Lightning - 7"" Edit",Thin Lizzy,2020,3.358666667,25,0.411
5175,Roll On,The Living End,2000,3.143966667,30,0.418
5176,Stay,Hurts,2011,3.92,56,0.447
5177,Fall Down,Toad The Wet Sprocket,1994,3.373766667,49,0.472
5178,Footstompin' Music,Grand Funk Railroad,2006,3.775333333,36,0.387
5179,Nobody Does It Better,Various Artists,1977,3.544433333,62,0.368
5180,It's Saturday,Marcy Playground,1999,3.257766667,28,0.535
5181,Lonely Train,Black Stone Cherry,2006,3.8451,50,0.394
5182,Blue Day,Mi-Sex,1983,4.194966667,39,0.523
5183,Blue Flower,Mazzy Star,1990,3.590666667,48,0.42
5184,Shock The Monkey,Peter Gabriel,1982,5.474,42,0.784
5185,Wave Babies,Honeymoon Suite,1984,4.3771,33,0.596
5186,"Too Much, Too Young, Too Fast",Airbourne,2007,3.746216667,60,0.592
5187,Black Rain,Soundgarden,2010,5.430216667,44,0.2
5188,Chained To The Wheel,The Black Sorrows,1988,3.958883333,56,0.579
5189,Rise Today,Alter Bridge,2007,4.35665,41,0.315
5190,Give Me Love (Give Me Peace On Earth),George Harrison,1973,3.594883333,61,0.373
5191,Devil Ride,Tracer,2011,3.700433333,9,0.455
5192,Superman's Song,Crash Test Dummies,1991,4.52015,43,0.406
5193,Righteously,Lucinda Williams,2003,4.637766667,47,0.681
5194,Everything's Coming Our Way,Santana,1971,3.253333333,43,0.43
5195,"Hey, Soul Sister",Train,2009,3.6111,3,0.675
5196,Lydia,Fur Patrol,2000,4.263766667,42,0.65
5197,Why Can't I?,Liz Phair,2003,3.472666667,56,0.487
5198,Dogs Of Lust,The The,1993,3.147766667,39,0.414
5199,I Want You So Hard (Boy's Bad News) - Live,Eagles Of Death Metal,2017,2.79985,18,0.399
5200,Don't Take Me Alive,Steely Dan,1976,4.272666667,46,0.617
5201,Chain Reaction,Journey,1983,4.322,42,0.491
5202,Believe In Me,Lenny Kravitz,2001,4.682883333,50,0.73
5203,Closer to Fine,Indigo Girls,1989,4.026666667,58,0.54
5204,The Sun Always Shines on T.V.,a-ha,1985,5.04,62,0.494
5205,Ça (c'est vraiment toi) - Remasterisé en 2015,Téléphone,1982,4.476,54,0.597
5206,Allentown,Billy Joel,1982,3.836,53,0.69
5207,Sweet City Woman,Stampeders,1971,3.4571,53,0.696
5208,Here Is Gone,The Goo Goo Dolls,2002,3.96955,54,0.338
5209,Stupid Girl (Only In Hollywood),Saving Abel,2010,4.310666667,29,0.442
5210,Bury Me Alive,We Are The Fallen,2010,4.777333333,45,0.529
5211,White Sky,Vampire Weekend,2010,2.977766667,47,0.572
5212,I hennes sovrum,Imperiet,1988,2.71,36,0.411
5213,The Cedar Room,Doves,2000,7.648883333,47,0.331
5214,Diamond Eyes,Deftones,2010,3.137766667,52,0.331
5215,Foolin',Def Leppard,1983,4.568616667,57,0.608
5216,Maybe,Sick Puppies,2009,3.420883333,38,0.476
5217,Rock It,Little Red,2010,3.502666667,56,0.718
5218,Outlaw Man - 2013 Remaster,Eagles,1973,3.557166667,47,0.29
5219,The Things I Love In You - 2011 Remastered,Cold Chisel,2018,3.342333333,15,0.427
5220,Get Out Of Denver - Live In Detroit/1975,Bob Seger,1976,5.337333333,33,0.25
5221,Spin,Lifehouse,2002,4.86,39,0.467
5222,Medicate,AFI,2009,4.346,42,0.181
5223,Slippin’ And Slidin’ (Peepin’ And Hidin’),Little Richard,1957,2.696433333,42,0.583
5224,Heterosexual Man,Odds,1993,3.538883333,32,0.601
5225,Flying High Again,Ozzy Osbourne,1981,4.7351,54,0.315
5226,Scarecrows,One Bad Son,2012,4.365983333,31,0.577
5227,What's Left of the Flag,Flogging Molly,2002,3.649333333,52,0.209
5228,Dead Flowers - 2009 Mix,The Rolling Stones,1971,4.07555,57,0.54
5229,Falling Down,Kyng,2011,3.980966667,5,0.262
5230,Ya Ya Twist - Ya Ya,Petula Clark,1996,2.212666667,19,0.67
5231,Let It Be,Joan Baez,2006,3.6,36,0.397
5232,Fisherman's Blues - 2006 Remaster,The Waterboys,1988,4.444433333,56,0.371
5233,Take Good Care Of My Baby - 1990 Remastered,Bobby Vee,2011,2.514433333,57,0.491
5234,Wild Wild Life - 2005 Remaster,Talking Heads,1986,3.678,44,0.659
5235,Happy When It Rains,The Jesus and Mary Chain,1987,3.621866667,47,0.499
5236,Hands Clean,Alanis Morissette,2002,4.49,56,0.513
5237,Soldier Of Fortune - 2009 Digital Remaster,Deep Purple,1974,3.414666667,58,0.533
5238,Cheeseburger In Paradise,Jimmy Buffett,1978,2.934883333,58,0.698
5239,Good Stuff,The B-52's,1992,5.918216667,39,0.754
5240,Power and the Glory - 2009 Remastered Version,Saxon,1983,5.920666667,30,0.371
5241,High 'N' Dry (Saturday Night),Def Leppard,1981,3.4425,43,0.525
5242,That Was Yesterday,Various Artists,2020,3.834216667,1,0.398
5243,Crescent City,Lucinda Williams,2014,3.022883333,30,0.601
5244,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,1970,2.686,77,0.675
5245,My Gun,The Rubens,2012,3.171766667,33,0.507
5246,You Make My Dreams (Come True),Daryl Hall & John Oates,1980,3.1771,78,0.751
5247,You On The Run,The Black Angels,2008,4.887766667,40,0.361
5248,Pipeline,The Chantays,1963,2.320883333,42,0.444
5249,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,1968,2.412883333,49,0.523
5250,"Bertha - Live in Veneta, Oregon 8/27/72",Grateful Dead,2013,5.98555,30,0.633
5251,Sherry Darling,Bruce Springsteen,1980,4.052883333,50,0.547
5252,Homebound,Ted Nugent,1977,4.7371,22,0.312
5253,All Hail Shadow,SEGA SOUND TEAM,2006,3.4051,33,0.311
5254,747 (Strangers in the Night) - 2009 Remastered Version,Saxon,1980,4.97335,46,0.478
5255,Out of My Head,Junkhouse,1993,3.791333333,31,0.33
5256,My Kind Of Scene,Powderfinger,2000,4.627766667,52,0.464
5257,Where We Belong,lostprophets,2010,4.616266667,37,0.493
5258,Prayer Of The Refugee,Rise Against,2012,3.3231,0,0.198
5259,The Boys In The Bright White Sports Car,Trooper,1976,3.008433333,36,0.606
5260,Impulses,Rival State,2016,3.516666667,3,0.667
5261,Rock N' Roll Is Free,Ben Harper,2011,4.354433333,21,0.417
5262,E.T.I. (Extra Terrestrial Intelligence),Blue Öyster Cult,1976,3.712883333,38,0.423
5263,Snortin’ Whiskey,Pat Travers,2007,3.642666667,20,0.457
5264,When The Swallows Come Back To Capistrano,The Ink Spots,1998,3.016666667,28,0.623
5265,4 + 20,"Crosby, Stills, Nash & Young",1970,2.110666667,48,0.64
5266,Stand,Ed Kowalczyk,2010,3.558,5,0.352
5267,Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,2011,3.058433333,60,0.434
5268,I Don't Live Any Where,Joe Bonamassa,2003,3.697766667,26,0.549
5269,Ford's Bridge,Larry Morris,2017,4.64755,0,0.219
5270,Standing in the Ocean,Calling All Cars,2014,3.9853,7,0.498
5271,Tangerine Speedo,Caviar,2000,3.662216667,34,0.569
5272,A Whiter Shade of Pale - Original Single Version,Procol Harum,2019,4.1491,70,0.249
5273,High,Jimmie's Chicken Shack,1997,3.803333333,43,0.497
5274,I Got A Girl,Tripping Daisy,1995,4.0951,51,0.617
5275,Jailhouse Rock,Elvis Presley,1997,2.448883333,58,0.623
5276,19-2000,Gorillaz,2001,3.514666667,56,0.815
5277,Memorial Day,Dropkick Murphys,2011,2.98355,20,0.514
5278,The State Of Massachusetts,Dropkick Murphys,2007,3.921,14,0.242
5279,Sugar Town,ShitKid,2017,2.65,38,0.597
5280,Tweeter And The Monkey Man,Traveling Wilburys,1988,5.464216667,53,0.803
5281,Mr. Crowley,Ozzy Osbourne,1980,5.044,38,0.287
5282,Identity,X-Ray Spex,2001,2.4251,37,0.457
5283,Love Comes in Spurts - 2017 Remaster Audio; Remastered,Richard Hell,2017,2.0791,25,0.528
5284,Into the Void - 2014 Remaster,Black Sabbath,1971,6.171866667,51,0.401
5285,Again,Jeremiah Freed,2002,3.832216667,11,0.352
5286,We´re Only In It For The Drugs No.1,Ebba Grön,1979,4.404433333,39,0.239
5287,Fishing for Lisa,the feelers,2001,2.96,35,0.483
5288,I Think We're Alone Now,Ratcat,2011,2.901766667,17,0.471
5289,Black Stations / White Stations,Martha and the Muffins,2014,5.200433333,21,0.776
5290,G.T.O.,Ronny & The Daytonas,2005,2.488883333,39,0.482
5291,Not Another Love Song,The Odds,1982,3.989333333,3,0.438
5292,Easy To Tame,Kim Mitchell,1995,4.230666667,25,0.596
5293,The Seed (2.0),The Roots,2002,4.46555,64,0.758
5294,Somewhere Down The Crazy River,Robbie Robertson,1987,4.922883333,52,0.544
5295,Pictures Of Lily,The Who,1971,2.712666667,38,0.524
5296,Sometimes Always,The Jesus and Mary Chain,1994,2.532666667,39,0.447
5297,Diamonds And Guns,Transplants,2002,4.0318,55,0.582
5298,A.D.I.D.A.S.,Korn,1996,2.56,60,0.334
5299,Message To My Girl,Split Enz,1983,4.066666667,34,0.611
5300,Вечно молодой,Smyslovye Gallyutsinatsii,2007,3.256216667,55,0.531
5301,45,Shinedown,2003,4.168216667,67,0.446
5302,800°,Ebba Grön,1981,3.788883333,51,0.334
5303,Everything's On TV,The Hellacopters,2005,3.2451,39,0.242
5304,Talkin' Bout a Revolution,Tracy Chapman,1988,2.693333333,68,0.561
5305,1969 - 2019 Remaster,The Stooges,1969,4.130666667,43,0.485
5306,Disorder,Slayer,2003,4.943333333,34,0.287
5307,Bachelorette,Björk,1997,5.2111,18,0.425
5308,Sell Myself,Thumb,1997,2.8511,8,0.446
5309,When You Sleep,My Bloody Valentine,1991,4.198883333,58,0.4
5310,D.O.A.,Bloodrock,1970,8.504883333,17,0.323
5311,Don't Say Goodbye,The Exponents,1994,5.05155,0,0.379
5312,J.A.R. (Jason Andrew Relva),Angus,1995,2.84955,18,0.396
5313,Land Of A Thousand Dances,Little Richard,1966,2.154433333,10,0.521
5314,Before Too Long,Paul Kelly,1986,3.399333333,21,0.584
5315,Jumpdafuckup,Soulfly,2000,5.199766667,58,0.598
5316,Ionizes & Atomizes,Modest Mouse,1996,4.35555,33,0.559
5317,Miracle,Nonpoint,2010,3.7415,32,0.532
5318,Temporary Like Achilles,Bob Dylan,1966,5.0051,37,0.367
5319,See You Someday,Lillian Axe,1992,5.447333333,10,0.203
5320,Listening Wind - Remastered,Talking Heads,1992,4.6911,7,0.723
5321,Cyprus Avenue - 1999 Remaster,Van Morrison,1968,6.996883333,46,0.481
5322,Alligator Skin,Villainy,2012,4.034716667,35,0.351
5323,Maid Of Bond Street,David Bowie,1967,1.76555,26,0.588
5324,Detroit Rock City,The Mighty Mighty Bosstones,2005,4.380433333,18,0.524
5325,2HB,Roxy Music,1972,4.502216667,36,0.448
5326,1985,Manic Street Preachers,2004,4.136433333,21,0.477
5327,I Build This Garden For Us,Lenny Kravitz,1989,6.28555,33,0.601
5328,History Lesson Part 2,Minutemen,1980,2.216666667,41,0.676
5329,"""45""",The Gaslight Anthem,2012,3.374883333,50,0.315
5330,Ghosts,The Jam,1982,2.1671,40,0.742
5331,Burning Airlines Give You So Much More - 2004 Digital Remaster,Brian Eno,1974,3.296,37,0.713
5332,Pain,Soulfly,2000,3.66,40,0.569
5333,Laid to Rest,Lamb of God,2004,3.83545,66,0.366
5334,The Hush (feat. Texas),Rae & Christian,1998,5.434433333,31,0.562
5335,Portions for Foxes,Rilo Kiley,2004,4.744,53,0.474
5336,Hard Sun,Eddie Vedder,2007,5.368,66,0.438
5337,Rush,Big Audio Dynamite,1991,4.28555,52,0.791
